code,org,section,enrollmentCapacity,actualEnrolment,deliveryMode,teachingMethod,enrollmentControls
MAT246H1,MAT,S,34,16,ONLSYNC,TUT,
MAT246H1,MAT,S,33,33,ONLSYNC,TUT,
MAT246H1,MAT,S,33,16,ONLSYNC,TUT,
MAT247H1,MAT,S,23,23,CLASS,LEC,1
MAT247H1,MAT,S,173,173,ONLSYNC,LEC,1
MAT247H1,MAT,S,20,20,CLASS,TUT,
MAT247H1,MAT,S,10,10,CLASS,TUT,
MAT247H1,MAT,S,11,9,CLASS,TUT,
MAT247H1,MAT,S,23,16,CLASS,TUT,
MAT247H1,MAT,S,10,9,CLASS,TUT,
MAT247H1,MAT,S,18,18,ONLSYNC,TUT,
MAT247H1,MAT,S,30,30,ONLSYNC,TUT,
MAT247H1,MAT,S,29,24,ONLSYNC,TUT,
MAT247H1,MAT,S,17,17,ONLSYNC,TUT,
MAT247H1,MAT,S,30,22,ONLSYNC,TUT,
MAT257Y1,MAT,Y,33,33,CLASS,LEC,
MAT257Y1,MAT,Y,87,86,ONLSYNC,LEC,
MAT257Y1,MAT,Y,23,14,CLASS,TUT,
MAT257Y1,MAT,Y,20,15,CLASS,TUT,
MAT257Y1,MAT,Y,10,10,CLASS,TUT,
MAT257Y1,MAT,Y,30,30,ONLSYNC,TUT,
MAT257Y1,MAT,Y,17,17,ONLSYNC,TUT,
MAT257Y1,MAT,Y,20,20,ONLSYNC,TUT,
MAT267H1,MAT,S,28,28,CLASS,LEC,
MAT267H1,MAT,S,102,75,ONLSYNC,LEC,
MAT267H1,MAT,S,9,9,CLASS,TUT,
MAT267H1,MAT,S,9,9,CLASS,TUT,
MAT267H1,MAT,S,56,48,ONLSYNC,TUT,
MAT267H1,MAT,S,56,29,ONLSYNC,TUT,
MAT301H1,MAT,F,65,63,CLASS,LEC,
MAT301H1,MAT,F,5,3,ONLSYNC,LEC,*
MAT301H1,MAT,F,185,168,ONLSYNC,LEC,
MAT301H1,MAT,F,45,45,ONLSYNC,TUT,
MAT301H1,MAT,F,40,40,ONLSYNC,TUT,
MAT301H1,MAT,F,45,39,ONLSYNC,TUT,
MAT301H1,MAT,F,40,26,ONLSYNC,TUT,
MAT301H1,MAT,F,45,19,ONLSYNC,TUT,
MAT301H1,MAT,F,40,15,ONLSYNC,TUT,
MAT301H1,MAT,S,0,0,CLASS,LEC,
MAT301H1,MAT,S,5,0,CLASS,LEC,*
MAT301H1,MAT,S,1,1,CLASS,LEC,*
MAT301H1,MAT,S,23,23,CLASS,LEC,
MAT301H1,MAT,S,77,77,ONLSYNC,LEC,
MAT301H1,MAT,S,5,0,ONLSYNC,LEC,*
MAT301H1,MAT,S,5,5,ONLSYNC,LEC,*
MAT301H1,MAT,S,165,165,ONLSYNC,LEC,
MAT301H1,MAT,S,12,11,CLASS,TUT,
MAT301H1,MAT,S,17,16,CLASS,TUT,
MAT301H1,MAT,S,18,6,CLASS,TUT,
MAT301H1,MAT,S,23,8,CLASS,TUT,
MAT301H1,MAT,S,20,7,CLASS,TUT,
MAT301H1,MAT,S,20,4,CLASS,TUT,
MAT301H1,MAT,S,11,9,CLASS,TUT,
MAT301H1,MAT,S,17,17,ONLSYNC,TUT,
MAT301H1,MAT,S,20,20,ONLSYNC,TUT,
MAT301H1,MAT,S,20,20,ONLSYNC,TUT,
MAT301H1,MAT,S,29,29,ONLSYNC,TUT,
MAT301H1,MAT,S,28,28,ONLSYNC,TUT,
MAT301H1,MAT,S,23,23,ONLSYNC,TUT,
MAT301H1,MAT,S,22,22,ONLSYNC,TUT,
APM306Y1,MAT,Y,20,20,CLASS,LEC,
APM306Y1,MAT,Y,28,28,CLASS,LEC,
APM306Y1,MAT,Y,15,15,CLASS,LEC,
APM306Y1,MAT,Y,22,22,ONLSYNC,LEC,
APM306Y1,MAT,Y,40,40,ONLSYNC,LEC,
APM306Y1,MAT,Y,25,25,ONLSYNC,LEC,
MAT309H1,MAT,F,24,24,CLASS,LEC,
MAT309H1,MAT,F,168,168,ONLSYNC,LEC,
MAT309H1,MAT,F,15,15,CLASS,TUT,
MAT309H1,MAT,F,20,19,CLASS,TUT,
MAT309H1,MAT,F,28,15,CLASS,TUT,
MAT309H1,MAT,F,28,10,CLASS,TUT,
MAT309H1,MAT,F,33,33,ONLSYNC,TUT,
MAT309H1,MAT,F,28,28,ONLSYNC,TUT,
MAT309H1,MAT,F,20,20,ONLSYNC,TUT,
MAT309H1,MAT,F,20,20,ONLSYNC,TUT,
MAT315H1,MAT,F,30,30,CLASS,LEC,
MAT315H1,MAT,F,150,150,ONLSYNC,LEC,
MAT315H1,MAT,F,20,20,ONLSYNC,TUT,
MAT315H1,MAT,F,11,11,ONLSYNC,TUT,
MAT315H1,MAT,F,28,14,ONLSYNC,TUT,
MAT315H1,MAT,F,28,5,ONLSYNC,TUT,
MAT315H1,MAT,F,25,25,ONLSYNC,TUT,
MAT315H1,MAT,F,34,34,ONLSYNC,TUT,
MAT315H1,MAT,F,17,17,ONLSYNC,TUT,
MAT315H1,MAT,F,17,17,ONLSYNC,TUT,
MAT315H1,MAT,S,58,57,CLASS,LEC,
MAT315H1,MAT,S,212,212,ONLSYNC,LEC,
MAT315H1,MAT,S,15,14,CLASS,TUT,
MAT315H1,MAT,S,8,6,CLASS,TUT,
MAT315H1,MAT,S,17,8,CLASS,TUT,
MAT315H1,MAT,S,15,13,CLASS,TUT,
MAT315H1,MAT,S,14,4,CLASS,TUT,
MAT315H1,MAT,S,11,5,CLASS,TUT,
MAT315H1,MAT,S,38,30,ONLSYNC,TUT,
MAT315H1,MAT,S,39,39,ONLSYNC,TUT,
MAT315H1,MAT,S,33,26,ONLSYNC,TUT,
MAT315H1,MAT,S,37,29,ONLSYNC,TUT,
MAT315H1,MAT,S,31,31,ONLSYNC,TUT,
MAT315H1,MAT,S,34,34,ONLSYNC,TUT,
MAT327H1,MAT,F,130,80,ONLSYNC,LEC,
MAT327H1,MAT,F,45,38,ONLSYNC,TUT,
MAT327H1,MAT,F,45,15,ONLSYNC,TUT,
MAT327H1,MAT,F,40,20,ONLSYNC,TUT,
MAT329Y1,MAT,Y,28,3,CLASS,LEC,
MAT329Y1,MAT,Y,68,25,ONLSYNC,LEC,
MAT329Y1,MAT,Y,17,2,CLASS,TUT,
MAT329Y1,MAT,Y,17,1,CLASS,TUT,
MAT329Y1,MAT,Y,31,20,ONLSYNC,TUT,
MAT329Y1,MAT,Y,31,5,ONLSYNC,TUT,
MAT332H1,MAT,F,69,69,ONLSYNC,LEC,
MAT332H1,MAT,F,11,10,CLASS,TUT,
MAT332H1,MAT,F,14,8,CLASS,TUT,
MAT332H1,MAT,F,16,16,ONLSYNC,TUT,
MAT332H1,MAT,F,28,28,ONLSYNC,TUT,
MAT334H1,MAT,F,195,195,ONLSYNC,LEC,
MAT334H1,MAT,F,110,110,ONLSYNC,LEC,
MAT334H1,MAT,F,135,135,ONLSYNC,LEC,
MAT334H1,MAT,F,40,40,ONLSYNC,TUT,
MAT334H1,MAT,F,40,40,ONLSYNC,TUT,
MAT334H1,MAT,F,40,37,ONLSYNC,TUT,
MAT334H1,MAT,F,40,32,ONLSYNC,TUT,
MAT334H1,MAT,F,40,40,ONLSYNC,TUT,
MAT334H1,MAT,F,40,40,ONLSYNC,TUT,
MAT334H1,MAT,F,40,40,ONLSYNC,TUT,
MAT334H1,MAT,F,40,40,ONLSYNC,TUT,
MAT334H1,MAT,F,40,34,ONLSYNC,TUT,
MAT334H1,MAT,F,40,40,ONLSYNC,TUT,
MAT334H1,MAT,F,40,8,ONLSYNC,TUT,
MAT334H1,MAT,S,196,180,ONLSYNC,LEC,
MAT334H1,MAT,S,196,115,ONLSYNC,LEC,
MAT334H1,MAT,S,19,19,CLASS,TUT,
MAT334H1,MAT,S,14,13,CLASS,TUT,
MAT334H1,MAT,S,14,4,CLASS,TUT,
MAT334H1,MAT,S,20,6,CLASS,TUT,
MAT334H1,MAT,S,19,2,CLASS,TUT,
MAT334H1,MAT,S,21,5,CLASS,TUT,
MAT334H1,MAT,S,15,0,CLASS,TUT,
MAT334H1,MAT,S,17,1,CLASS,TUT,
MAT334H1,MAT,S,33,33,ONLSYNC,TUT,
MAT334H1,MAT,S,31,31,ONLSYNC,TUT,
MAT334H1,MAT,S,31,31,ONLSYNC,TUT,
MAT334H1,MAT,S,33,33,ONLSYNC,TUT,
MAT334H1,MAT,S,30,30,ONLSYNC,TUT,
MAT334H1,MAT,S,31,27,ONLSYNC,TUT,
MAT334H1,MAT,S,29,20,ONLSYNC,TUT,
MAT334H1,MAT,S,35,13,ONLSYNC,TUT,
MAT336H1,MAT,S,10,7,CLASS,LEC,
MAT336H1,MAT,S,7,6,CLASS,LEC,*
MAT336H1,MAT,S,18,18,ONLSYNC,LEC,*
MAT336H1,MAT,S,23,12,ONLSYNC,LEC,
MAT336H1,MAT,S,12,5,CLASS,TUT,
MAT336H1,MAT,S,12,6,CLASS,TUT,
MAT336H1,MAT,S,17,17,ONLSYNC,TUT,
MAT336H1,MAT,S,17,11,ONLSYNC,TUT,
MAT337H1,MAT,F,188,119,ONLSYNC,LEC,*
MAT337H1,MAT,F,17,8,CLASS,TUT,
MAT337H1,MAT,F,28,3,CLASS,TUT,
MAT337H1,MAT,F,28,2,CLASS,TUT,
MAT337H1,MAT,F,16,2,CLASS,TUT,
MAT337H1,MAT,F,10,3,CLASS,TUT,
MAT337H1,MAT,F,20,19,ONLSYNC,TUT,
MAT337H1,MAT,F,10,10,ONLSYNC,TUT,
MAT337H1,MAT,F,10,10,ONLSYNC,TUT,
MAT337H1,MAT,F,22,22,ONLSYNC,TUT,
MAT337H1,MAT,F,27,27,ONLSYNC,TUT,
MAT337H1,MAT,S,28,28,CLASS,LEC,*
MAT337H1,MAT,S,107,62,ONLSYNC,LEC,*
MAT337H1,MAT,S,6,4,CLASS,TUT,
MAT337H1,MAT,S,18,9,CLASS,TUT,
MAT337H1,MAT,S,11,0,CLASS,TUT,
MAT337H1,MAT,S,14,11,CLASS,TUT,
MAT337H1,MAT,S,29,15,ONLSYNC,TUT,
MAT337H1,MAT,S,17,13,ONLSYNC,TUT,
MAT337H1,MAT,S,24,22,ONLSYNC,TUT,
MAT337H1,MAT,S,16,5,ONLSYNC,TUT,
MAT344H1,MAT,F,32,32,ONLSYNC,LEC,
MAT344H1,MAT,F,33,33,ONLSYNC,LEC,
MAT344H1,MAT,F,164,164,ONLSYNC,LEC,
MAT344H1,MAT,F,71,71,ONLSYNC,LEC,
MAT344H1,MAT,F,11,11,CLASS,TUT,
MAT344H1,MAT,F,28,24,CLASS,TUT,
MAT344H1,MAT,F,20,13,CLASS,TUT,
MAT344H1,MAT,F,11,5,CLASS,TUT,
MAT344H1,MAT,F,11,10,CLASS,TUT,
MAT344H1,MAT,F,28,4,CLASS,TUT,
MAT344H1,MAT,F,39,39,ONLSYNC,TUT,
MAT344H1,MAT,F,22,22,ONLSYNC,TUT,
MAT344H1,MAT,F,39,39,ONLSYNC,TUT,
MAT344H1,MAT,F,22,22,ONLSYNC,TUT,
MAT344H1,MAT,F,30,30,ONLSYNC,TUT,
MAT344H1,MAT,F,39,39,ONLSYNC,TUT,
MAT344H1,MAT,S,196,194,ONLSYNC,LEC,
MAT344H1,MAT,S,222,138,ONLSYNC,LEC,
MAT344H1,MAT,S,45,45,ONLSYNC,TUT,
MAT344H1,MAT,S,50,44,ONLSYNC,TUT,
MAT344H1,MAT,S,45,45,ONLSYNC,TUT,
MAT344H1,MAT,S,48,21,ONLSYNC,TUT,
MAT344H1,MAT,S,45,21,ONLSYNC,TUT,
MAT344H1,MAT,S,50,10,ONLSYNC,TUT,
MAT344H1,MAT,S,45,41,ONLSYNC,TUT,
MAT344H1,MAT,S,45,17,ONLSYNC,TUT,
MAT344H1,MAT,S,45,45,ONLSYNC,TUT,
APM346H1,MAT,F,24,24,CLASS,LEC,
APM346H1,MAT,F,164,145,ONLSYNC,LEC,
APM346H1,MAT,F,15,11,CLASS,TUT,
APM346H1,MAT,F,11,7,CLASS,TUT,
APM346H1,MAT,F,17,7,CLASS,TUT,
APM346H1,MAT,F,11,5,CLASS,TUT,
APM346H1,MAT,F,20,3,CLASS,TUT,
APM346H1,MAT,F,20,20,ONLSYNC,TUT,
APM346H1,MAT,F,20,20,ONLSYNC,TUT,
APM346H1,MAT,F,27,27,ONLSYNC,TUT,
APM346H1,MAT,F,18,18,ONLSYNC,TUT,
APM346H1,MAT,F,29,29,ONLSYNC,TUT,
APM346H1,MAT,S,23,21,CLASS,LEC,
APM346H1,MAT,S,24,24,CLASS,LEC,
APM346H1,MAT,S,131,71,ONLSYNC,LEC,
APM346H1,MAT,S,161,149,ONLSYNC,LEC,
APM346H1,MAT,S,21,19,CLASS,TUT,
APM346H1,MAT,S,12,12,CLASS,TUT,
APM346H1,MAT,S,14,7,CLASS,TUT,
APM346H1,MAT,S,12,10,CLASS,TUT,
APM346H1,MAT,S,12,2,CLASS,TUT,
APM346H1,MAT,S,18,5,CLASS,TUT,
APM346H1,MAT,S,21,3,CLASS,TUT,
APM346H1,MAT,S,30,30,ONLSYNC,TUT,
APM346H1,MAT,S,28,27,ONLSYNC,TUT,
APM346H1,MAT,S,27,27,ONLSYNC,TUT,
APM346H1,MAT,S,36,36,ONLSYNC,TUT,
APM346H1,MAT,S,34,15,ONLSYNC,TUT,
APM346H1,MAT,S,38,37,ONLSYNC,TUT,
APM346H1,MAT,S,36,20,ONLSYNC,TUT,
MAT347Y1,MAT,Y,28,28,CLASS,LEC,
MAT347Y1,MAT,Y,76,56,ONLSYNC,LEC,
MAT347Y1,MAT,Y,15,14,CLASS,TUT,
MAT347Y1,MAT,Y,15,7,CLASS,TUT,
MAT347Y1,MAT,Y,15,4,ONLSYNC,TUT,
MAT347Y1,MAT,Y,15,1,ONLSYNC,TUT,
MAT347Y1,MAT,Y,37,35,ONLSYNC,TUT,
MAT347Y1,MAT,Y,37,15,ONLSYNC,TUT,
APM348H1,MAT,S,24,12,CLASS,LEC,
APM348H1,MAT,S,36,22,ONLSYNC,LEC,
APM348H1,MAT,S,26,12,CLASS,PRA,
APM348H1,MAT,S,26,4,CLASS,PRA,
APM348H1,MAT,S,4,4,ONLSYNC,PRA,
APM348H1,MAT,S,4,4,ONLSYNC,PRA,
MAT351Y1,MAT,Y,20,20,CLASS,LEC,
MAT351Y1,MAT,Y,20,20,ONLSYNC,LEC,
MAT351Y1,MAT,Y,11,9,CLASS,TUT,
MAT351Y1,MAT,Y,10,10,CLASS,TUT,
MAT351Y1,MAT,Y,10,10,ONLSYNC,TUT,
MAT351Y1,MAT,Y,9,9,ONLSYNC,TUT,
MAT354H1,MAT,F,85,80,ONLSYNC,LEC,
MAT354H1,MAT,F,16,16,CLASS,TUT,
MAT354H1,MAT,F,16,10,CLASS,TUT,
MAT354H1,MAT,F,24,23,ONLSYNC,TUT,
MAT354H1,MAT,F,29,29,ONLSYNC,TUT,
MAT357H1,MAT,S,14,14,CLASS,LEC,
MAT357H1,MAT,S,86,86,ONLSYNC,LEC,
MAT357H1,MAT,S,15,15,CLASS,TUT,
MAT357H1,MAT,S,15,15,CLASS,TUT,
MAT357H1,MAT,S,35,32,ONLSYNC,TUT,
MAT357H1,MAT,S,35,34,ONLSYNC,TUT,
MAT363H1,MAT,S,15,15,CLASS,LEC,
MAT363H1,MAT,S,1,1,CLASS,LEC,*
MAT363H1,MAT,S,4,2,ONLSYNC,LEC,*
MAT363H1,MAT,S,70,22,ONLSYNC,LEC,
MAT363H1,MAT,S,32,13,CLASS,TUT,
MAT363H1,MAT,S,58,24,ONLSYNC,TUT,
MAT367H1,MAT,S,16,16,CLASS,LEC,
MAT367H1,MAT,S,44,24,ONLSYNC,LEC,
MAT367H1,MAT,S,12,7,CLASS,TUT,
MAT367H1,MAT,S,12,5,CLASS,TUT,
MAT367H1,MAT,S,18,17,ONLSYNC,TUT,
MAT367H1,MAT,S,18,4,ONLSYNC,TUT,
MAT377H1,MAT,F,45,20,ONLSYNC,LEC,
MAT377H1,MAT,F,45,17,ONLSYNC,TUT,
MAT382H1,MAT,F,21,7,CLASS,LEC,
MAT382H1,MAT,F,64,6,ONLSYNC,LEC,
MAT382H1,MAT,F,15,2,CLASS,TUT,
MAT382H1,MAT,F,11,3,CLASS,TUT,
MAT382H1,MAT,F,29,3,ONLSYNC,TUT,
MAT382H1,MAT,F,30,3,ONLSYNC,TUT,
MAT390H1,MAT,F,25,7,CLASS,LEC,
MAT390H1,MAT,F,65,65,ONLSYNC,LEC,
MAT391H1,MAT,S,35,5,CLASS,LEC,
MAT391H1,MAT,S,78,58,ONLSYNC,LEC,
MAT391H1,MAT,S,12,4,CLASS,PRA,
MAT391H1,MAT,S,78,52,ONLSYNC,PRA,
MAT401H1,MAT,S,28,28,CLASS,LEC,
MAT401H1,MAT,S,102,101,ONLSYNC,LEC,
MAT402H1,MAT,F,45,22,ONLSYNC,LEC,
MAT402H1,MAT,F,7,1,ONLSYNC,LEC,*
MAT402H1,MAT,F,43,43,ONLSYNC,LEC,
MAT402H1,MAT,F,20,5,CLASS,TUT,
MAT402H1,MAT,F,20,3,CLASS,TUT,
MAT402H1,MAT,F,28,28,ONLSYNC,TUT,
MAT402H1,MAT,F,27,19,ONLSYNC,TUT,
MAT409H1,MAT,F,45,13,ONLSYNC,LEC,
MAT415H1,MAT,F,25,14,ONLSYNC,LEC,
APM421H1,MAT,S,20,20,CLASS,LEC,
APM421H1,MAT,S,30,11,ONLSYNC,LEC,
APM426H1,MAT,S,18,17,CLASS,LEC,
APM426H1,MAT,S,17,6,ONLSYNC,LEC,
MAT436H1,MAT,F,14,10,CLASS,LEC,
MAT436H1,MAT,F,21,17,ONLSYNC,LEC,
MAT437H1,MAT,S,6,6,CLASS,LEC,
MAT437H1,MAT,S,9,9,ONLSYNC,LEC,
MAT445H1,MAT,S,11,2,CLASS,LEC,
MAT445H1,MAT,S,19,4,ONLSYNC,LEC,
APM446H1,MAT,S,2,0,CLASS,LEC,*
APM446H1,MAT,S,9,9,CLASS,LEC,
APM446H1,MAT,S,21,7,ONLSYNC,LEC,
APM446H1,MAT,S,4,2,ONLSYNC,LEC,*
MAT454H1,MAT,S,12,12,CLASS,LEC,
MAT454H1,MAT,S,38,18,ONLSYNC,LEC,
MAT457H1,MAT,F,14,14,CLASS,LEC,
MAT457H1,MAT,F,36,11,ONLSYNC,LEC,
MAT458H1,MAT,S,20,11,CLASS,LEC,
MAT458H1,MAT,S,30,5,ONLSYNC,LEC,
APM461H1,MAT,S,16,9,CLASS,LEC,
APM461H1,MAT,S,14,4,ONLSYNC,LEC,
APM462H1,MAT,F,154,154,ONLSYNC,LEC,
APM462H1,MAT,S,23,23,CLASS,LEC,
APM462H1,MAT,S,131,105,ONLSYNC,LEC,
MAT464H1,MAT,F,40,19,ONLSYNC,LEC,
APM466H1,MAT,S,19,19,CLASS,LEC,
APM466H1,MAT,S,1,0,CLASS,LEC,*
APM466H1,MAT,S,9,5,ONLSYNC,LEC,*
APM466H1,MAT,S,111,52,ONLSYNC,LEC,
MAT475H1,MAT,F,20,8,CLASS,LEC,
MAT475H1,MAT,F,30,17,ONLSYNC,LEC,
MAT477H1,MAT,F,10,7,CLASS,LEC,
MAT477H1,MAT,F,20,9,ONLSYNC,LEC,
MAT477H1,MAT,S,10,10,CLASS,LEC,
MAT477H1,MAT,S,20,8,ONLSYNC,LEC,
MST201H1,MST,F,80,80,ONLASYNC,LEC,
MST201H1,MST,F,20,20,ONLSYNC,TUT,
MST201H1,MST,F,20,20,ONLSYNC,TUT,
MST201H1,MST,F,20,20,ONLSYNC,TUT,
MST201H1,MST,F,20,16,ONLSYNC,TUT,
MST202H1,MST,S,12,10,CLASS,LEC,
MST202H1,MST,S,68,27,ONLSYNC,LEC,
MST202H1,MST,S,5,4,CLASS,TUT,
MST202H1,MST,S,5,2,CLASS,TUT,
MST202H1,MST,S,6,3,CLASS,TUT,
MST202H1,MST,S,5,0,CLASS,TUT,
MST202H1,MST,S,15,15,ONLSYNC,TUT,
MST202H1,MST,S,15,1,ONLSYNC,TUT,
MST202H1,MST,S,14,4,ONLSYNC,TUT,
MST202H1,MST,S,15,6,ONLSYNC,TUT,
MST300H1,MST,S,9,5,CLASS,LEC,
MST300H1,MST,S,51,10,ONLSYNC,LEC,
MST300H1,MST,S,9,4,CLASS,TUT,
MST300H1,MST,S,51,9,ONLSYNC,TUT,
MST400Y1,MST,Y,10,0,CLASS,LEC,
MST400Y1,MST,Y,0,0,ONLSYNC,LEC,
MGY200H1,MEDGM,S,220,48,ONLSYNC,LEC,2
MGY280H1,MEDGM,S,12,0,CLASS,LEC,*
MGY280H1,MEDGM,S,33,33,ONLSYNC,LEC,*
MGY311Y1,MEDGM,Y,12,12,CLASS,LEC,*
MGY311Y1,MEDGM,Y,77,27,ONLSYNC,LEC,*
MGY314H1,MEDGM,F,100,67,CLASS,LEC,*
MGY315H1,MEDGM,S,38,38,CLASS,LEC,*
MGY340H1,MEDGM,F,15,15,CLASS,LEC,*
MGY340H1,MEDGM,F,71,49,ONLSYNC,LEC,*
MGY350H1,MEDGM,S,15,15,CLASS,LEC,3
MGY350H1,MEDGM,S,45,36,ONLSYNC,LEC,3
MGY360H1,MEDGM,S,15,12,CLASS,LEC,*
MGY377H1,MEDGM,F,400,221,ONLSYNC,LEC,*
MGY378H1,MEDGM,S,196,153,ONLSYNC,LEC,
MGY380H1,MEDGM,F,26,26,CLASS,LEC,*
MGY380H1,MEDGM,F,26,22,CLASS,PRA,
MGY381H1,MEDGM,S,12,12,CLASS,LEC,*
MGY381H1,MEDGM,S,12,7,CLASS,PRA,
MGY420H1,MEDGM,F,20,10,CLASS,LEC,
MGY420H1,MEDGM,F,28,14,ONLSYNC,LEC,
MGY425H1,MEDGM,S,15,6,CLASS,LEC,
MGY425H1,MEDGM,S,35,11,ONLSYNC,LEC,
MGY428H1,MEDGM,F,60,33,ONLSYNC,LEC,
MGY440H1,MEDGM,F,15,4,CLASS,LEC,*
MGY440H1,MEDGM,F,25,14,ONLSYNC,LEC,*
MGY460H1,MEDGM,F,12,12,CLASS,LEC,
MGY460H1,MEDGM,F,38,19,ONLSYNC,LEC,
MGY470H1,MEDGM,S,15,15,CLASS,LEC,
MGY470H1,MEDGM,S,69,34,ONLSYNC,LEC,
MGY481H1,MEDGM,F,30,8,ONLASYNC,LEC,*
MGY482H1,MEDGM,S,30,4,ONLASYNC,LEC,*
MIJ485H1,MEDGM,S,20,20,CLASS,LEC,
MIJ485H1,MEDGM,S,40,31,ONLSYNC,LEC,
IFP102Y1,NEW,Y,5,0,ONLSYNC,LEC,*
MUS110H1,MUSIC,S,300,179,ONLASYNC,LEC,
MUS206H1,MUSIC,F,300,73,ONLASYNC,LEC,
MUS207H1,MUSIC,S,300,112,ONLASYNC,LEC,
MUS211H1,MUSIC,F,300,261,ONLASYNC,LEC,
MUS212H1,MUSIC,S,300,33,ONLASYNC,LEC,
MUS240H1,MUSIC,F,300,96,ONLASYNC,LEC,
NMC101H1,NMC,S,28,28,CLASS,LEC,
NMC101H1,NMC,S,122,69,ONLSYNC,LEC,
NMC101H1,NMC,S,10,10,CLASS,TUT,
NMC101H1,NMC,S,9,9,CLASS,TUT,
NMC101H1,NMC,S,8,4,CLASS,TUT,
NMC101H1,NMC,S,8,8,CLASS,TUT,
NMC101H1,NMC,S,28,24,ONLSYNC,TUT,
NMC101H1,NMC,S,29,14,ONLSYNC,TUT,
NMC101H1,NMC,S,29,14,ONLSYNC,TUT,
NMC101H1,NMC,S,29,10,ONLSYNC,TUT,
NMC102H1,NMC,F,150,43,ONLSYNC,LEC,
NMC102H1,NMC,F,38,21,ONLSYNC,TUT,
NMC102H1,NMC,F,38,11,ONLSYNC,TUT,
NMC102H1,NMC,F,37,7,ONLSYNC,TUT,
NMC102H1,NMC,F,37,1,ONLSYNC,TUT,
NMC103H1,NMC,S,21,16,CLASS,LEC,
NMC103H1,NMC,S,39,20,ONLSYNC,LEC,
NMC103H1,NMC,S,12,12,CLASS,TUT,
NMC103H1,NMC,S,6,0,CLASS,TUT,
NMC103H1,NMC,S,9,0,CLASS,TUT,
NMC103H1,NMC,S,8,7,ONLSYNC,TUT,
NMC103H1,NMC,S,11,7,ONLSYNC,TUT,
NMC103H1,NMC,S,11,6,ONLSYNC,TUT,
NMC104H1,NMC,F,16,16,CLASS,LEC,
NMC104H1,NMC,F,24,7,ONLSYNC,LEC,
NMC104H1,NMC,F,10,5,CLASS,TUT,
NMC104H1,NMC,F,10,3,CLASS,TUT,
NMC104H1,NMC,F,10,3,CLASS,TUT,
NMC104H1,NMC,F,10,3,CLASS,TUT,
NMC104H1,NMC,F,0,0,ONLSYNC,TUT,
NMC104H1,NMC,F,0,0,ONLSYNC,TUT,
NMC104H1,NMC,F,0,0,ONLSYNC,TUT,
NMC104H1,NMC,F,0,0,ONLSYNC,TUT,
NML110Y1,NMC,Y,25,17,ONLSYNC,LEC,
NML110Y1,NMC,Y,25,25,ONLSYNC,LEC,
NML110Y1,NMC,Y,25,24,ONLSYNC,LEC,
NML155H1,NMC,F,8,3,ONLSYNC,LEC,
NML156H1,NMC,S,1,1,CLASS,LEC,
NML156H1,NMC,S,5,1,ONLSYNC,LEC,
NMC195H1,NMC,F,12,5,CLASS,LEC,1
NMC195H1,NMC,F,1,1,ONLSYNC,LEC,1
NMC196H1,NMC,S,6,6,CLASS,LEC,1
NMC196H1,NMC,S,18,18,ONLSYNC,LEC,1
NMC198H1,NMC,S,25,5,ONLSYNC,LEC,1
NMC199H1,NMC,S,9,4,CLASS,LEC,1
NMC199H1,NMC,S,16,6,ONLSYNC,LEC,1
NML210Y1,NMC,Y,25,17,ONLSYNC,LEC,
NML220Y1,NMC,Y,10,0,ONLSYNC,LEC,
NML240Y1,NMC,Y,15,14,ONLSYNC,LEC,
NMC241H1,NMC,F,21,12,CLASS,LEC,
NMC241H1,NMC,F,29,13,ONLSYNC,LEC,
NMC243H1,NMC,F,20,2,CLASS,LEC,
NMC243H1,NMC,F,10,9,ONLSYNC,LEC,
NMC248H1,NMC,F,10,7,ONLSYNC,LEC,
NMC251H1,NMC,F,42,30,ONLSYNC,LEC,
NMC252H1,NMC,S,6,6,CLASS,LEC,
NMC252H1,NMC,S,24,4,ONLSYNC,LEC,
NMC255H1,NMC,F,20,8,ONLSYNC,LEC,
NML255H1,NMC,F,5,4,ONLSYNC,LEC,
NML256H1,NMC,S,1,1,CLASS,LEC,
NML256H1,NMC,S,4,2,ONLSYNC,LEC,
NMC263H1,NMC,F,17,17,CLASS,LEC,
NMC263H1,NMC,F,33,33,ONLSYNC,LEC,
NMC264H1,NMC,F,50,27,ONLSYNC,LEC,
NMC265H1,NMC,S,4,4,CLASS,LEC,
NMC265H1,NMC,S,11,11,ONLSYNC,LEC,
NML270Y1,NMC,Y,30,15,ONLSYNC,LEC,
NMC273Y1,NMC,Y,14,8,CLASS,LEC,
NMC273Y1,NMC,Y,16,12,ONLSYNC,LEC,
NMC274H1,NMC,F,35,25,ONLSYNC,LEC,
NMC277H1,NMC,F,15,3,CLASS,LEC,
NMC277H1,NMC,F,15,4,ONLSYNC,LEC,
NMC277H1,NMC,S,9,0,CLASS,LEC,
NMC277H1,NMC,S,11,9,ONLSYNC,LEC,
NMC278H1,NMC,F,65,65,ONLSYNC,LEC,
NMC284H1,NMC,F,20,14,ONLSYNC,LEC,
NMC289H1,NMC,F,25,4,ONLSYNC,LEC,
NML310Y1,NMC,Y,15,9,ONLSYNC,LEC,
NML320H1,NMC,F,10,1,ONLSYNC,LEC,
NML340Y1,NMC,Y,5,2,CLASS,LEC,
NML340Y1,NMC,Y,10,3,ONLSYNC,LEC,
NMC343H1,NMC,F,30,28,ONLSYNC,LEC,
