code,org,section,enrollmentCapacity,actualEnrolment,deliveryMode,teachingMethod,enrollmentControls
EEB202H1,EEB,S,86,86,ONLSYNC,LEC,
EEB208H1,EEB,S,18,18,CLASS,LEC,
EEB208H1,EEB,S,82,82,ONLSYNC,LEC,
EEB214H1,EEB,S,13,13,CLASS,LEC,
EEB214H1,EEB,S,1,0,CLASS,LEC,*
EEB214H1,EEB,S,7,0,ONLSYNC,LEC,*
EEB214H1,EEB,S,79,79,ONLSYNC,LEC,
EEB214H1,EEB,S,16,12,CLASS,TUT,
EEB214H1,EEB,S,0,0,CLASS,TUT,
EEB214H1,EEB,S,8,8,ONLSYNC,TUT,
EEB214H1,EEB,S,76,63,ONLSYNC,TUT,
BIO220H1,EEB,S,1104,232,ONLASYNC,LEC,*
BIO220H1,EEB,S,96,48,ONLSYNC,PRA,
BIO220H1,EEB,S,96,13,ONLSYNC,PRA,
BIO220H1,EEB,S,96,53,ONLSYNC,PRA,
BIO220H1,EEB,S,96,23,ONLSYNC,PRA,
BIO220H1,EEB,S,96,17,ONLSYNC,PRA,
BIO220H1,EEB,S,96,20,ONLSYNC,PRA,
BIO220H1,EEB,S,96,17,ONLSYNC,PRA,
BIO220H1,EEB,S,96,12,ONLSYNC,PRA,
BIO220H1,EEB,S,72,18,ONLSYNC,PRA,
BIO220H1,EEB,S,72,6,ONLSYNC,PRA,
EEB225H1,EEB,F,23,23,CLASS,LEC,*
EEB225H1,EEB,F,97,78,ONLSYNC,LEC,*
EEB225H1,EEB,F,40,40,ONLSYNC,PRA,
EEB225H1,EEB,F,40,32,ONLSYNC,PRA,
EEB225H1,EEB,F,40,26,ONLSYNC,PRA,
ENV234H1,EEB,F,205,130,ONLSYNC,LEC,*
ENV234H1,EEB,F,26,15,ONLSYNC,PRA,
ENV234H1,EEB,F,26,7,ONLSYNC,PRA,
ENV234H1,EEB,F,26,17,ONLSYNC,PRA,
ENV234H1,EEB,F,26,7,ONLSYNC,PRA,
ENV234H1,EEB,F,26,26,ONLSYNC,PRA,
ENV234H1,EEB,F,25,21,ONLSYNC,PRA,
ENV234H1,EEB,F,25,21,ONLSYNC,PRA,
ENV234H1,EEB,F,25,14,ONLSYNC,PRA,
BIO251H1,EEB,S,32,32,CLASS,LEC,*
BIO251H1,EEB,S,148,121,ONLSYNC,LEC,*
BIO251H1,EEB,S,8,8,CLASS,PRA,
BIO251H1,EEB,S,0,0,CLASS,PRA,
BIO251H1,EEB,S,0,0,CLASS,PRA,
BIO251H1,EEB,S,0,0,CLASS,PRA,
BIO251H1,EEB,S,37,37,ONLSYNC,PRA,
BIO251H1,EEB,S,37,37,ONLSYNC,PRA,
BIO251H1,EEB,S,37,37,ONLSYNC,PRA,
BIO251H1,EEB,S,37,28,ONLSYNC,PRA,
EEB255H1,EEB,S,16,16,CLASS,LEC,*
EEB255H1,EEB,S,59,35,ONLSYNC,LEC,*
EEB255H1,EEB,S,6,4,CLASS,TUT,
EEB255H1,EEB,S,9,2,CLASS,TUT,
EEB255H1,EEB,S,10,10,CLASS,TUT,
EEB255H1,EEB,S,19,17,ONLSYNC,TUT,
EEB255H1,EEB,S,16,3,ONLSYNC,TUT,
EEB255H1,EEB,S,15,14,ONLSYNC,TUT,
EEB263H1,EEB,F,14,14,CLASS,LEC,*
EEB263H1,EEB,F,46,24,ONLSYNC,LEC,*
EEB263H1,EEB,F,60,37,ONLSYNC,PRA,
EEB267H1,EEB,S,16,16,CLASS,LEC,*
EEB267H1,EEB,S,80,38,ONLSYNC,LEC,*
EEB267H1,EEB,S,24,7,CLASS,PRA,
EEB267H1,EEB,S,24,5,CLASS,PRA,
EEB267H1,EEB,S,24,24,CLASS,PRA,
EEB267H1,EEB,S,24,17,CLASS,PRA,
EEB267H1,EEB,S,0,0,ONLSYNC,PRA,
EEB267H1,EEB,S,0,0,ONLSYNC,PRA,
EEB267H1,EEB,S,0,0,ONLSYNC,PRA,
EEB267H1,EEB,S,0,0,ONLSYNC,PRA,
EEB268H1,EEB,F,64,54,ONLSYNC,LEC,*
EEB268H1,EEB,F,32,32,ONLSYNC,PRA,
EEB268H1,EEB,F,32,21,ONLSYNC,PRA,
EEB313H1,EEB,F,32,32,ONLSYNC,LEC,*
EEB313H1,EEB,F,32,32,ONLSYNC,PRA,
EEB318H1,EEB,F,210,84,ONLSYNC,LEC,*
EEB318H1,EEB,F,210,83,ONLSYNC,TUT,
EEB319H1,EEB,F,60,49,ONLSYNC,LEC,*
EEB319H1,EEB,F,40,33,ONLSYNC,PRA,
EEB319H1,EEB,F,20,15,ONLSYNC,PRA,
EEB321H1,EEB,S,16,16,CLASS,LEC,*
EEB321H1,EEB,S,64,30,ONLSYNC,LEC,*
EEB321H1,EEB,S,10,4,CLASS,PRA,
EEB321H1,EEB,S,10,0,CLASS,PRA,
EEB321H1,EEB,S,30,21,ONLSYNC,PRA,
EEB321H1,EEB,S,30,21,ONLSYNC,PRA,
EEB322H1,EEB,S,16,16,CLASS,LEC,*
EEB322H1,EEB,S,44,37,ONLSYNC,LEC,*
EEB322H1,EEB,S,24,15,CLASS,PRA,
EEB322H1,EEB,S,24,21,CLASS,PRA,
EEB322H1,EEB,S,6,6,ONLSYNC,PRA,
EEB322H1,EEB,S,6,6,ONLSYNC,PRA,
EEB324H1,EEB,F,60,39,ONLSYNC,LEC,*
EEB324H1,EEB,F,20,17,ONLSYNC,TUT,
EEB324H1,EEB,F,20,14,ONLSYNC,TUT,
EEB324H1,EEB,F,20,7,ONLSYNC,TUT,
EEB325H1,EEB,S,22,22,CLASS,LEC,*
EEB325H1,EEB,S,128,83,ONLSYNC,LEC,*
EEB325H1,EEB,S,7,7,CLASS,TUT,
EEB325H1,EEB,S,5,4,CLASS,TUT,
EEB325H1,EEB,S,6,6,CLASS,TUT,
EEB325H1,EEB,S,5,5,CLASS,TUT,
EEB325H1,EEB,S,5,5,CLASS,TUT,
EEB325H1,EEB,S,4,4,CLASS,TUT,
EEB325H1,EEB,S,18,18,ONLSYNC,TUT,
EEB325H1,EEB,S,20,20,ONLSYNC,TUT,
EEB325H1,EEB,S,19,10,ONLSYNC,TUT,
EEB325H1,EEB,S,20,6,ONLSYNC,TUT,
EEB325H1,EEB,S,20,13,ONLSYNC,TUT,
EEB325H1,EEB,S,21,6,ONLSYNC,TUT,
EEB328H1,EEB,F,40,40,ONLSYNC,LEC,*
EEB328H1,EEB,F,40,39,ONLSYNC,TUT,
ENV334H1,EEB,S,8,8,CLASS,LEC,*
ENV334H1,EEB,S,36,33,ONLSYNC,LEC,*
ENV334H1,EEB,S,8,8,CLASS,TUT,
ENV334H1,EEB,S,36,32,ONLSYNC,TUT,
EEB340H1,EEB,S,8,8,CLASS,LEC,*
EEB340H1,EEB,S,27,11,ONLSYNC,LEC,*
EEB340H1,EEB,S,10,10,CLASS,PRA,
EEB340H1,EEB,S,27,9,ONLSYNC,PRA,
JHE353H1,IHPST,F,25,18,CLASS,LEC,
JHE353H1,IHPST,F,110,61,ONLSYNC,LEC,
JHE353H1,IHPST,F,15,11,CLASS,TUT,
JHE353H1,IHPST,F,14,3,CLASS,TUT,
JHE353H1,IHPST,F,15,2,CLASS,TUT,
JHE353H1,IHPST,F,14,1,CLASS,TUT,
JHE353H1,IHPST,F,19,19,ONLSYNC,TUT,
JHE353H1,IHPST,F,19,14,ONLSYNC,TUT,
JHE353H1,IHPST,F,19,19,ONLSYNC,TUT,
JHE353H1,IHPST,F,20,8,ONLSYNC,TUT,
JHE353H1,IHPST,S,18,14,CLASS,LEC,
JHE353H1,IHPST,S,117,27,ONLSYNC,LEC,
JHE353H1,IHPST,S,8,7,CLASS,TUT,
JHE353H1,IHPST,S,11,3,CLASS,TUT,
JHE353H1,IHPST,S,8,2,CLASS,TUT,
JHE353H1,IHPST,S,11,2,CLASS,TUT,
JHE353H1,IHPST,S,26,5,ONLSYNC,TUT,
JHE353H1,IHPST,S,22,3,ONLSYNC,TUT,
JHE353H1,IHPST,S,26,12,ONLSYNC,TUT,
JHE353H1,IHPST,S,23,4,ONLSYNC,TUT,
EEB362H1,EEB,F,23,23,CLASS,LEC,*
EEB362H1,EEB,F,57,57,ONLSYNC,LEC,*
EEB362H1,EEB,F,80,77,ONLSYNC,TUT,
EEB365H1,EEB,F,59,59,ONLSYNC,LEC,*
EEB365H1,EEB,F,30,30,ONLSYNC,PRA,
EEB365H1,EEB,F,29,27,ONLSYNC,PRA,
EEB382H1,EEB,F,60,43,ONLSYNC,LEC,*
EEB382H1,EEB,F,30,29,ONLSYNC,PRA,
EEB382H1,EEB,F,30,13,ONLSYNC,PRA,
EEB384H1,EEB,S,24,24,CLASS,LEC,*
EEB384H1,EEB,S,26,26,ONLSYNC,LEC,*
EEB384H1,EEB,S,24,24,CLASS,PRA,
EEB384H1,EEB,S,26,26,ONLSYNC,PRA,
EEB386H1,EEB,S,14,14,CLASS,LEC,*
EEB386H1,EEB,S,66,32,ONLSYNC,LEC,*
EEB386H1,EEB,S,24,23,CLASS,PRA,
EEB386H1,EEB,S,56,22,ONLSYNC,PRA,
EEB390H1,EEB,S,6,6,CLASS,LEC,*
EEB390H1,EEB,S,20,19,ONLSYNC,LEC,*
EEB390H1,EEB,S,6,6,ONLSYNC,PRA,
EEB390H1,EEB,S,6,6,ONLSYNC,PRA,
EEB390H1,EEB,S,10,10,ONLSYNC,PRA,
EEB390H1,EEB,S,4,2,ONLSYNC,PRA,
EEB428H1,EEB,S,8,8,CLASS,LEC,*
EEB428H1,EEB,S,32,32,ONLSYNC,LEC,*
ENV432H1,EEB,F,14,10,CLASS,LEC,*
ENV432H1,EEB,F,16,13,ONLSYNC,LEC,*
EEB433H1,EEB,S,6,6,CLASS,LEC,*
EEB433H1,EEB,S,14,14,ONLSYNC,LEC,*
EEB440H1,EEB,S,9,9,CLASS,LEC,*
EEB440H1,EEB,S,26,21,ONLSYNC,LEC,*
EEB440H1,EEB,S,11,11,CLASS,TUT,
EEB440H1,EEB,S,24,18,ONLSYNC,TUT,
EEB455H1,EEB,S,8,8,CLASS,LEC,*
EEB455H1,EEB,S,16,16,ONLSYNC,LEC,*
EEB459H1,EEB,S,8,5,CLASS,LEC,*
EEB459H1,EEB,S,12,3,ONLSYNC,LEC,*
EEB459H1,EEB,S,20,7,ONLSYNC,TUT,
EEB460H1,EEB,S,16,13,CLASS,LEC,*
EEB460H1,EEB,S,34,18,ONLSYNC,LEC,*
EEB462H1,EEB,S,7,7,CLASS,LEC,*
EEB462H1,EEB,S,8,8,ONLSYNC,LEC,*
EEB462H1,EEB,S,0,0,CLASS,PRA,
EEB462H1,EEB,S,15,15,ONLSYNC,PRA,
EEB488H1,EEB,Y,14,0,CLASS,LEC,
EEB488H1,EEB,Y,26,0,ONLSYNC,LEC,
EEB491H1,EEB,S,3,3,CLASS,LEC,*
EEB491H1,EEB,S,12,12,ONLSYNC,LEC,*
EEB495H1,EEB,F,15,15,ONLSYNC,LEC,*
EEB495H1,EEB,S,3,3,CLASS,LEC,*
EEB495H1,EEB,S,12,12,ONLSYNC,LEC,*
ECO101H1,ECO,F,500,500,ONLASYNC,LEC,1
ECO101H1,ECO,F,600,600,ONLASYNC,LEC,1
ECO101H1,ECO,F,500,500,ONLASYNC,LEC,1
ECO101H1,ECO,F,600,490,ONLASYNC,LEC,1
ECO101H1,ECO,F,500,500,ONLASYNC,LEC,1
ECO101H1,ECO,F,80,80,ONLASYNC,LEC,*
ECO101H1,ECO,F,420,275,ONLASYNC,LEC,1
ECO101H1,ECO,S,400,145,ONLASYNC,LEC,1
ECO101H1,ECO,S,400,12,ONLASYNC,LEC,1
ECO102H1,ECO,S,115,115,CLASS,LEC,1
ECO102H1,ECO,S,115,115,CLASS,LEC,1
ECO102H1,ECO,S,115,115,CLASS,LEC,1
ECO102H1,ECO,S,79,79,CLASS,LEC,1
ECO102H1,ECO,S,65,49,ONLASYNC,LEC,*
ECO102H1,ECO,S,771,771,ONLASYNC,LEC,1
ECO102H1,ECO,S,1170,897,ONLASYNC,LEC,1
ECO102H1,ECO,S,29,29,ONLSYNC,TUT,
ECO102H1,ECO,S,29,29,ONLSYNC,TUT,
ECO102H1,ECO,S,29,29,ONLSYNC,TUT,
ECO102H1,ECO,S,29,29,ONLSYNC,TUT,
ECO102H1,ECO,S,27,27,ONLSYNC,TUT,
ECO102H1,ECO,S,27,27,ONLSYNC,TUT,
ECO102H1,ECO,S,29,29,ONLSYNC,TUT,
ECO102H1,ECO,S,29,29,ONLSYNC,TUT,
ECO102H1,ECO,S,29,29,ONLSYNC,TUT,
ECO102H1,ECO,S,29,29,ONLSYNC,TUT,
ECO102H1,ECO,S,29,29,ONLSYNC,TUT,
ECO102H1,ECO,S,29,29,ONLSYNC,TUT,
ECO102H1,ECO,S,29,29,ONLSYNC,TUT,
ECO102H1,ECO,S,27,27,ONLSYNC,TUT,
ECO102H1,ECO,S,29,29,ONLSYNC,TUT,
ECO105Y1,ECO,Y,500,500,ONLSYNC,LEC,1
ECO105Y1,ECO,Y,425,90,ONLSYNC,LEC,1
ECO105Y1,ECO,Y,12,12,CLASS,TUT,
ECO105Y1,ECO,Y,18,18,CLASS,TUT,
ECO105Y1,ECO,Y,16,16,CLASS,TUT,
ECO105Y1,ECO,Y,16,16,CLASS,TUT,
ECO105Y1,ECO,Y,16,16,CLASS,TUT,
ECO105Y1,ECO,Y,18,18,CLASS,TUT,
ECO105Y1,ECO,Y,12,12,CLASS,TUT,
ECO105Y1,ECO,Y,12,12,CLASS,TUT,
ECO105Y1,ECO,Y,18,18,CLASS,TUT,
ECO105Y1,ECO,Y,16,13,CLASS,TUT,
ECO105Y1,ECO,Y,12,9,CLASS,TUT,
ECO105Y1,ECO,Y,12,3,CLASS,TUT,
ECO105Y1,ECO,Y,10,10,CLASS,TUT,
ECO105Y1,ECO,Y,12,7,CLASS,TUT,
ECO105Y1,ECO,Y,18,2,CLASS,TUT,
ECO105Y1,ECO,Y,16,5,CLASS,TUT,
ECO105Y1,ECO,Y,48,48,ONLSYNC,TUT,
ECO105Y1,ECO,Y,46,29,ONLSYNC,TUT,
ECO105Y1,ECO,Y,40,11,ONLSYNC,TUT,
ECO105Y1,ECO,Y,42,8,ONLSYNC,TUT,
ECO105Y1,ECO,Y,46,35,ONLSYNC,TUT,
ECO105Y1,ECO,Y,40,16,ONLSYNC,TUT,
ECO105Y1,ECO,Y,42,19,ONLSYNC,TUT,
ECO105Y1,ECO,Y,42,14,ONLSYNC,TUT,
ECO105Y1,ECO,Y,42,42,ONLSYNC,TUT,
ECO105Y1,ECO,Y,40,37,ONLSYNC,TUT,
ECO105Y1,ECO,Y,46,16,ONLSYNC,TUT,
ECO105Y1,ECO,Y,46,16,ONLSYNC,TUT,
ECO105Y1,ECO,Y,40,37,ONLSYNC,TUT,
ECO105Y1,ECO,Y,42,11,ONLSYNC,TUT,
ECO105Y1,ECO,Y,46,8,ONLSYNC,TUT,
ECO105Y1,ECO,Y,46,8,ONLSYNC,TUT,
ECO200Y1,ECO,Y,28,22,CLASS,LEC,*
ECO200Y1,ECO,Y,48,21,CLASS,LEC,*
ECO200Y1,ECO,Y,28,21,CLASS,LEC,*
ECO200Y1,ECO,Y,48,8,CLASS,LEC,*
ECO200Y1,ECO,Y,127,127,ONLSYNC,LEC,*
ECO200Y1,ECO,Y,147,49,ONLSYNC,LEC,*
ECO200Y1,ECO,Y,127,71,ONLSYNC,LEC,*
ECO200Y1,ECO,Y,147,49,ONLSYNC,LEC,*
ECO202Y1,ECO,Y,48,15,CLASS,LEC,*
ECO202Y1,ECO,Y,48,17,CLASS,LEC,*
ECO202Y1,ECO,Y,32,16,CLASS,LEC,*
ECO202Y1,ECO,Y,33,4,CLASS,LEC,*
ECO202Y1,ECO,Y,96,96,ONLSYNC,LEC,*
ECO202Y1,ECO,Y,102,102,ONLSYNC,LEC,*
ECO202Y1,ECO,Y,118,77,ONLSYNC,LEC,*
ECO202Y1,ECO,Y,117,34,ONLSYNC,LEC,*
ECO204Y1,ECO,Y,190,190,ONLASYNC,LEC,*
ECO204Y1,ECO,Y,190,190,ONLASYNC,LEC,*
ECO204Y1,ECO,Y,190,190,ONLASYNC,LEC,*
ECO204Y1,ECO,Y,190,135,ONLASYNC,LEC,*
ECO206Y1,ECO,Y,28,26,CLASS,LEC,*
ECO206Y1,ECO,Y,28,14,CLASS,LEC,*
ECO206Y1,ECO,Y,122,74,ONLSYNC,LEC,*
ECO206Y1,ECO,Y,122,88,ONLSYNC,LEC,*
ECO208Y1,ECO,Y,18,18,CLASS,LEC,*
ECO208Y1,ECO,Y,45,9,CLASS,LEC,*
ECO208Y1,ECO,Y,105,62,ONLSYNC,LEC,*
ECO208Y1,ECO,Y,132,48,ONLSYNC,LEC,*
ECO209Y1,ECO,Y,18,18,CLASS,LEC,*
ECO209Y1,ECO,Y,10,10,CLASS,LEC,*
ECO209Y1,ECO,Y,112,112,ONLSYNC,LEC,*
ECO209Y1,ECO,Y,120,120,ONLSYNC,LEC,*
ECO210H1,ECO,F,16,4,CLASS,LEC,*
ECO210H1,ECO,F,34,15,ONLSYNC,LEC,*
ECO220Y1,ECO,Y,230,230,ONLSYNC,LEC,*
ECO220Y1,ECO,Y,230,230,ONLSYNC,LEC,*
ECO220Y1,ECO,Y,230,187,ONLSYNC,LEC,*
ECO220Y1,ECO,Y,230,123,ONLSYNC,LEC,*
ECO225H1,ECO,F,16,2,CLASS,LEC,*
ECO225H1,ECO,F,28,6,CLASS,LEC,*
ECO225H1,ECO,F,84,29,ONLSYNC,LEC,*
ECO225H1,ECO,F,72,27,ONLSYNC,LEC,*
ECO225H1,ECO,S,19,7,CLASS,LEC,*
ECO225H1,ECO,S,23,5,CLASS,LEC,*
ECO225H1,ECO,S,81,23,ONLSYNC,LEC,*
ECO225H1,ECO,S,77,17,ONLSYNC,LEC,*
ECO227Y1,ECO,Y,26,14,CLASS,LEC,*
ECO227Y1,ECO,Y,64,42,ONLSYNC,LEC,*
ECO231H1,ECO,F,28,23,CLASS,LEC,*
ECO231H1,ECO,F,28,27,CLASS,LEC,*
ECO231H1,ECO,F,72,30,ONLSYNC,LEC,*
ECO231H1,ECO,F,72,22,ONLSYNC,LEC,*
ECO232H1,ECO,S,23,23,CLASS,LEC,*
ECO232H1,ECO,S,23,23,CLASS,LEC,*
ECO232H1,ECO,S,127,31,ONLSYNC,LEC,*
ECO232H1,ECO,S,127,17,ONLSYNC,LEC,*
ECO310H1,ECO,S,16,16,CLASS,LEC,*
ECO310H1,ECO,S,9,9,CLASS,LEC,*
ECO310H1,ECO,S,49,28,ONLSYNC,LEC,*
ECO310H1,ECO,S,56,25,ONLSYNC,LEC,*
ECO313H1,ECO,S,23,20,CLASS,LEC,*
ECO313H1,ECO,S,23,22,CLASS,LEC,*
ECO313H1,ECO,S,107,107,ONLSYNC,LEC,*
ECO313H1,ECO,S,107,89,ONLSYNC,LEC,*
ECO314H1,ECO,F,39,39,CLASS,LEC,*
ECO314H1,ECO,F,111,111,ONLSYNC,LEC,*
ECO316H1,ECO,S,22,22,CLASS,LEC,*
ECO316H1,ECO,S,28,28,CLASS,LEC,*
ECO316H1,ECO,S,138,120,ONLSYNC,LEC,*
ECO316H1,ECO,S,132,71,ONLSYNC,LEC,*
ECO320H1,ECO,F,25,25,CLASS,LEC,*
ECO320H1,ECO,F,23,23,CLASS,LEC,*
ECO320H1,ECO,F,95,95,ONLSYNC,LEC,*
ECO320H1,ECO,F,97,97,ONLSYNC,LEC,*
ECO320H1,ECO,S,25,25,CLASS,LEC,*
ECO320H1,ECO,S,23,23,CLASS,LEC,*
ECO320H1,ECO,S,95,95,ONLSYNC,LEC,*
ECO320H1,ECO,S,97,65,ONLSYNC,LEC,*
ECO321H1,ECO,S,15,15,CLASS,LEC,*
ECO321H1,ECO,S,50,49,ONLSYNC,LEC,*
ECO322H1,ECO,S,15,9,CLASS,LEC,*
ECO322H1,ECO,S,13,5,CLASS,LEC,*
ECO322H1,ECO,S,50,7,ONLSYNC,LEC,*
ECO322H1,ECO,S,67,6,ONLSYNC,LEC,*
ECO325H1,ECO,F,23,6,CLASS,LEC,*
ECO325H1,ECO,F,14,5,CLASS,LEC,*
ECO325H1,ECO,F,56,21,ONLSYNC,LEC,*
ECO325H1,ECO,F,47,16,ONLSYNC,LEC,*
ECO326H1,ECO,S,15,15,CLASS,LEC,*
ECO326H1,ECO,S,13,13,CLASS,LEC,*
ECO326H1,ECO,S,67,20,ONLSYNC,LEC,*
ECO326H1,ECO,S,65,27,ONLSYNC,LEC,*
ECO331H1,ECO,F,16,16,CLASS,LEC,*
ECO331H1,ECO,F,30,30,CLASS,LEC,*
ECO331H1,ECO,F,23,23,CLASS,LEC,*
ECO331H1,ECO,F,64,64,ONLSYNC,LEC,*
ECO331H1,ECO,F,50,50,ONLSYNC,LEC,*
ECO331H1,ECO,F,45,45,ONLSYNC,LEC,*
ECO332H1,ECO,F,16,15,CLASS,LEC,*
ECO332H1,ECO,F,64,37,ONLSYNC,LEC,*
ECO333H1,ECO,F,28,28,CLASS,LEC,*
ECO333H1,ECO,F,28,28,CLASS,LEC,*
ECO333H1,ECO,F,52,52,ONLSYNC,LEC,*
ECO333H1,ECO,F,52,52,ONLSYNC,LEC,*
ECO339H1,ECO,F,22,22,CLASS,LEC,*
ECO339H1,ECO,F,32,23,CLASS,LEC,*
ECO339H1,ECO,F,48,48,ONLSYNC,LEC,*
ECO339H1,ECO,F,38,38,ONLSYNC,LEC,*
ECO341H1,ECO,F,12,12,CLASS,LEC,*
ECO341H1,ECO,F,58,58,ONLSYNC,LEC,*
ECO342H1,ECO,S,23,22,CLASS,LEC,*
ECO342H1,ECO,S,18,11,CLASS,LEC,*
ECO342H1,ECO,S,97,26,ONLSYNC,LEC,*
ECO342H1,ECO,S,102,18,ONLSYNC,LEC,*
ECO349H1,ECO,F,28,28,CLASS,LEC,*
ECO349H1,ECO,F,32,32,CLASS,LEC,*
ECO349H1,ECO,F,72,72,ONLSYNC,LEC,*
ECO349H1,ECO,F,68,68,ONLSYNC,LEC,*
ECO349H1,ECO,S,26,26,CLASS,LEC,*
ECO349H1,ECO,S,28,10,CLASS,LEC,*
ECO349H1,ECO,S,28,22,CLASS,LEC,*
ECO349H1,ECO,S,149,91,ONLSYNC,LEC,*
ECO349H1,ECO,S,147,84,ONLSYNC,LEC,*
ECO349H1,ECO,S,147,71,ONLSYNC,LEC,*
ECO352H1,ECO,F,16,13,CLASS,LEC,*
ECO352H1,ECO,F,16,4,CLASS,LEC,*
ECO352H1,ECO,F,34,5,ONLSYNC,LEC,*
ECO352H1,ECO,F,34,7,ONLSYNC,LEC,*
ECO358H1,ECO,F,150,67,ONLASYNC,LEC,*
ECO358H1,ECO,F,150,6,ONLASYNC,LEC,*
ECO358H1,ECO,F,150,2,ONLASYNC,LEC,*
ECO359H1,ECO,S,33,13,CLASS,LEC,*
ECO359H1,ECO,S,23,6,CLASS,LEC,*
ECO359H1,ECO,S,142,22,ONLSYNC,LEC,*
ECO359H1,ECO,S,152,39,ONLSYNC,LEC,*
ECO364H1,ECO,F,45,39,CLASS,LEC,*
ECO364H1,ECO,F,38,38,CLASS,LEC,*
ECO364H1,ECO,F,135,135,ONLSYNC,LEC,*
ECO364H1,ECO,F,142,142,ONLSYNC,LEC,*
ECO364H1,ECO,S,28,23,CLASS,LEC,*
ECO364H1,ECO,S,28,27,CLASS,LEC,*
ECO364H1,ECO,S,152,151,ONLSYNC,LEC,*
ECO364H1,ECO,S,152,70,ONLSYNC,LEC,*
ECO365H1,ECO,F,58,58,CLASS,LEC,*
ECO365H1,ECO,F,32,32,CLASS,LEC,*
ECO365H1,ECO,F,122,122,ONLSYNC,LEC,*
ECO365H1,ECO,F,118,118,ONLSYNC,LEC,*
ECO372H1,ECO,F,12,12,CLASS,LEC,*
ECO372H1,ECO,F,12,12,CLASS,LEC,*
ECO372H1,ECO,F,63,63,ONLSYNC,LEC,*
ECO372H1,ECO,F,63,63,ONLSYNC,LEC,*
ECO372H1,ECO,S,16,16,CLASS,LEC,*
ECO372H1,ECO,S,16,16,CLASS,LEC,*
ECO372H1,ECO,S,74,45,ONLSYNC,LEC,*
ECO372H1,ECO,S,74,36,ONLSYNC,LEC,*
ECO374H1,ECO,S,18,18,CLASS,LEC,*
ECO374H1,ECO,S,23,17,CLASS,LEC,*
ECO374H1,ECO,S,107,39,ONLSYNC,LEC,*
ECO374H1,ECO,S,112,46,ONLSYNC,LEC,*
ECO375H1,ECO,F,23,16,CLASS,LEC,*
ECO375H1,ECO,F,24,22,CLASS,LEC,*
ECO375H1,ECO,F,52,52,ONLSYNC,LEC,*
ECO375H1,ECO,F,51,51,ONLSYNC,LEC,*
ECO375H1,ECO,S,25,25,CLASS,LEC,*
ECO375H1,ECO,S,20,8,CLASS,LEC,*
ECO375H1,ECO,S,75,29,ONLSYNC,LEC,*
ECO375H1,ECO,S,80,22,ONLSYNC,LEC,*
ECO380H1,ECO,S,28,28,CLASS,LEC,*
ECO380H1,ECO,S,32,32,CLASS,LEC,*
ECO380H1,ECO,S,147,147,ONLSYNC,LEC,*
ECO380H1,ECO,S,143,143,ONLSYNC,LEC,*
ECO401H1,ECO,S,10,10,CLASS,LEC,*
ECO401H1,ECO,S,25,25,ONLSYNC,LEC,*
ECO402H1,ECO,S,12,12,CLASS,LEC,*
ECO402H1,ECO,S,12,12,CLASS,LEC,*
ECO402H1,ECO,S,23,23,ONLSYNC,LEC,*
ECO402H1,ECO,S,23,23,ONLSYNC,LEC,*
ECO403H1,ECO,F,16,16,CLASS,LEC,*
ECO403H1,ECO,F,19,19,ONLSYNC,LEC,*
ECO407H1,ECO,F,50,50,ONLSYNC,LEC,*
ECO414H1,ECO,S,11,11,CLASS,LEC,*
ECO414H1,ECO,S,49,49,ONLSYNC,LEC,*
ECO421H1,ECO,F,23,23,CLASS,LEC,*
ECO421H1,ECO,F,22,22,ONLSYNC,LEC,*
ECO421H1,ECO,S,9,5,CLASS,LEC,*
ECO421H1,ECO,S,26,26,ONLSYNC,LEC,*
ECO422H1,ECO,F,35,35,ONLSYNC,LEC,*
ECO423H1,ECO,S,10,10,CLASS,LEC,*
ECO423H1,ECO,S,9,6,CLASS,LEC,*
ECO423H1,ECO,S,25,25,ONLSYNC,LEC,*
ECO423H1,ECO,S,26,26,ONLSYNC,LEC,*
ECO426H1,ECO,S,14,14,CLASS,LEC,*
ECO426H1,ECO,S,21,21,ONLSYNC,LEC,*
ECO428H1,ECO,F,40,40,ONLSYNC,LEC,*
ECO428H1,ECO,F,12,12,CLASS,LEC,*
ECO428H1,ECO,F,23,23,ONLSYNC,LEC,*
ECO438H1,ECO,S,2,2,CLASS,LEC,*
ECO438H1,ECO,S,18,18,ONLSYNC,LEC,*
ECO438H1,ECO,S,6,1,CLASS,TUT,
ECO438H1,ECO,S,14,10,ONLSYNC,TUT,
ECO439H1,ECO,F,4,4,CLASS,LEC,*
ECO439H1,ECO,F,10,10,ONLSYNC,LEC,*
ECO446H1,ECO,S,6,6,CLASS,LEC,*
ECO446H1,ECO,S,29,29,ONLSYNC,LEC,*
ECO461H1,ECO,S,13,5,CLASS,LEC,*
ECO461H1,ECO,S,67,49,ONLSYNC,LEC,*
ECO462H1,ECO,F,7,7,CLASS,LEC,*
ECO462H1,ECO,F,3,3,ONLSYNC,LEC,*
ECO464H1,ECO,F,6,5,CLASS,LEC,*
ECO464H1,ECO,F,29,21,ONLSYNC,LEC,*
ECO466H1,ECO,F,12,4,CLASS,LEC,*
ECO466H1,ECO,F,13,13,ONLSYNC,LEC,*
ECO475H1,ECO,S,16,7,CLASS,LEC,*
ECO475H1,ECO,S,44,31,ONLSYNC,LEC,*
ECO499H1,ECO,Y,20,6,ONLSYNC,LEC,*
